"","X","X1a","X1b","X1c","X1d","X1e","X2a","X2b","X2c","X2d","X2e","X3a","X3b","X3c","X3d","X3e","X4a","X4b","X4c","X4d","X4e","X5a","X5b","X5c","X5d","X5e","X6a","X6b","X6c","X6d","X6e","X7a","X7b","X7c","X7d","X7e","X8a","X8b","X8c","X8d","X8e","X9a","X9b","X9c","X9d","X9e","X10a","X10b","X10c","X10d","X10e","X11.1","X11.2","X11.3","X11.4","X11.5","X11.6","X11.7","X11.8","X11.9","X11.10","X12","X13","X14","Area","Utbildningsnivå","Sysselsättning","Tid.i.UppVäs","Ålder","Kön"
"248",248,14,10,0,9,8,13,13,8,9,5,7,7,7,7,7,7,7,6,7,4,7,9,7,7,7,9,6,9,9,9,10,10,10,7,7,10,10,10,4,10,9,9,8,8,5,10,8,9,9,14,12,7,5,3,3,3,10,3,10,14,10,10,10,"Smedby 3","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Kvinna"
"249",249,14,9,0,14,9,14,11,10,8,0,14,11,11,11,0,14,14,14,14,14,11,11,11,12,10,14,9,14,14,12,14,14,14,14,7,7,13,13,9,11,9,10,11,0,10,9,9,14,14,7,2,14,10,14,11,12,11,11,7,11,10,2,10,"Carlslund/Brunnby Park","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","25-34","Man"
"250",250,14,6,6,8,9,7,10,14,7,3,7,11,13,11,14,7,14,14,7,9,8,3,7,14,14,13,0,8,14,7,10,9,11,8,14,14,14,9,0,7,12,7,12,7,12,14,7,14,14,14,2,0,0,5,0,5,5,5,0,14,9,9,9,"Smedby 3","Grundskola eller motsvarande obligatorisk skola","Student","0-4 år","15-24","Kvinna"
"251",251,6,12,14,8,7,7,7,9,4,14,5,4,7,6,9,9,7,10,8,14,8,7,7,7,0,7,7,7,7,7,11,7,10,7,7,7,7,7,7,7,7,7,7,7,14,9,7,9,14,14,6,6,6,14,1,1,6,1,2,10,3,4,3,"Runby","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","35-44","Kvinna"
"252",252,10,3,3,3,10,3,3,11,11,4,9,9,9,3,11,11,11,3,7,11,11,4,4,8,11,8,5,8,11,14,8,9,9,11,7,7,7,7,7,7,10,10,10,3,7,9,9,5,5,6,6,3,6,12,4,12,7,5,5,12,10,10,10,"Norra Bollstanäs","Högskola/universitet","Egen företagare","10 år eller mer","45-54","Kvinna"
"253",253,8,7,10,7,7,10,6,9,5,10,7,7,7,7,7,9,6,6,8,10,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,7,7,7,5,5,5,3,9,11,6,9,3,10,7,10,2,14,6,4,8,4,7,12,0,0,5,"Carlslund/Brunnby Park","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","35-44","Kvinna"
"254",254,11,11,3,11,7,11,11,7,7,7,3,11,7,7,11,3,7,11,11,11,7,7,7,7,7,11,5,11,11,7,8,11,11,8,11,11,11,11,7,11,11,11,4,7,5,11,11,11,11,11,7,5,5,7,4,4,7,7,7,7,7,10,8,"Johannesdal","Grundskola eller motsvarande obligatorisk skola","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"255",255,14,0,0,7,7,7,7,7,14,0,0,12,7,7,1,0,4,10,8,12,11,1,10,4,5,10,0,8,14,14,6,8,9,7,14,14,14,14,5,2,7,7,7,13,0,14,14,14,14,14,7,7,3,6,4,14,7,14,7,14,10,10,1,"Prästgårdsmarken","Högskola/universitet","Student","10 år eller mer","25-34","Man"
"256",256,14,10,9,8,7,12,13,9,7,7,10,7,8,8,12,7,14,8,8,13,13,6,13,7,7,11,7,10,12,12,14,14,14,14,14,14,13,12,12,10,12,12,11,7,7,8,10,10,10,7,3,7,5,8,9,13,13,13,5,4,8,5,6,"Brunnby/Vik","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"257",257,6,6,9,8,7,13,12,12,14,12,13,13,13,13,13,13,13,13,13,13,7,7,7,7,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,14,12,12,14,14,6,14,10,12,8,14,14,14,14,6,5,5,4,"Folkparksområdet","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Man"
"258",258,7,8,14,8,8,14,14,14,6,7,7,8,14,8,8,6,10,7,9,10,2,1,0,7,1,8,6,7,14,14,8,7,8,8,8,7,14,10,13,1,9,10,10,7,9,0,7,0,7,0,1,4,1,4,0,8,1,8,14,0,0,2,5,"Kavallerigatan/Vilundaparken","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","0-4 år","15-24","Man"
"259",259,8,5,8,10,7,8,8,10,5,11,4,11,10,11,8,7,7,7,7,7,11,3,9,10,5,11,3,9,10,10,5,9,5,9,5,4,8,9,9,3,9,11,9,5,11,5,5,6,9,9,1,0,0,0,0,0,0,0,0,0,4,6,5,"Vilunda/Korpkulla","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","35-44","Kvinna"
"260",260,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Runby","Grundskola eller motsvarande obligatorisk skola","Förvärvsarbetande (anställd)","10 år eller mer","65+","Kvinna"
"261",261,11,5,12,8,14,5,8,13,3,13,4,8,13,13,7,14,3,4,14,13,5,9,14,6,4,13,2,11,14,7,10,6,10,14,9,6,14,8,12,7,11,14,7,7,7,8,5,8,14,14,8,6,7,12,8,14,10,14,7,5,5,3,0,"Norra Bollstanäs","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Kvinna"
"262",262,14,7,7,7,7,14,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,7,7,7,7,9,7,7,7,7,14,7,7,7,7,9,7,7,7,7,7,7,7,7,7,9,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,6,6,"Hasselgatan","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"263",263,10,4,13,6,6,10,10,11,3,14,3,8,10,9,10,11,9,4,7,7,11,10,8,12,8,8,9,5,11,13,4,2,14,5,13,14,14,10,12,9,3,11,5,0,5,5,12,11,10,7,6,10,2,14,5,9,14,13,10,3,2,3,3,"Skälby","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"264",264,10,6,10,5,5,10,10,9,5,9,5,10,9,10,9,9,5,5,8,9,11,5,6,4,9,8,10,8,10,11,10,7,9,9,10,10,11,8,11,7,8,10,6,3,5,8,6,9,5,10,2,7,5,6,8,11,10,12,4,9,7,6,7,"Södra Bollstanäs","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"265",265,14,9,4,11,10,12,11,10,8,2,6,8,6,6,10,10,11,11,12,12,12,8,8,9,10,11,10,12,14,13,8,12,12,13,14,14,14,9,8,13,8,9,6,10,4,14,14,14,14,14,2,2,1,1,1,2,2,2,1,2,10,9,5,"Vilunda/Korpkulla","Högskola/universitet","Pensionär","10 år eller mer","65+","Man"
"266",266,14,8,3,11,5,14,14,7,10,1,5,12,7,14,14,0,8,12,0,14,14,14,14,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,10,3,7,7,12,14,7,14,14,14,9,5,14,7,11,7,11,11,10,10,7,"Kavallerigatan/Vilundaparken","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","5-9 år","45-54","Kvinna"
"267",267,10,8,10,10,10,12,13,11,4,13,12,6,6,6,12,10,10,4,10,14,11,10,11,13,7,4,4,12,13,14,14,11,14,9,9,10,11,9,12,14,14,14,14,6,11,13,14,14,8,14,8,1,7,14,7,14,14,11,14,14,2,0,1,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"268",268,14,12,0,10,3,14,11,3,14,0,2,0,1,7,14,0,8,6,11,14,11,0,14,8,6,12,6,8,14,10,6,10,8,14,9,8,14,9,11,6,11,14,11,5,7,8,10,9,7,9,2,10,1,4,14,11,8,11,13,3,10,10,5,"Dragonvägen","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Man"
"269",269,8,5,11,8,7,8,6,10,6,11,5,8,5,8,11,6,5,10,8,11,10,10,9,8,8,8,8,8,11,11,8,8,9,9,9,8,11,10,10,9,10,9,8,12,7,7,7,7,7,7,1,1,1,2,1,5,1,5,4,1,0,3,5,"Sjukyrkoberget","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"270",270,14,11,6,9,8,11,8,9,4,0,10,3,9,10,12,5,5,5,11,10,10,6,11,9,12,13,8,12,14,10,5,14,9,14,9,6,12,12,9,11,5,6,7,0,0,12,12,14,14,14,12,3,3,8,6,11,7,12,2,14,10,10,10,"Messingen/Optimus","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","25-34","Kvinna"
"271",271,6,8,9,6,7,8,9,6,5,9,6,5,8,8,10,6,8,9,6,9,8,9,6,8,8,8,9,8,9,10,8,9,8,7,7,6,9,9,8,7,9,8,8,7,7,9,8,8,7,7,0,2,0,2,2,3,2,2,3,0,3,3,3,"Odenslunda","Högskola/universitet","Pensionär","10 år eller mer","65+","Man"
"272",272,13,6,6,8,7,8,8,8,6,8,10,7,6,6,10,8,6,9,6,11,9,8,8,6,8,6,6,10,9,8,8,8,8,8,7,6,9,11,8,8,7,7,7,7,7,10,7,7,13,7,1,1,2,8,2,9,4,9,8,4,7,8,7,"Norra Bollstanäs","Gymnasium, folkhögskola eller motsvarande","Student","10 år eller mer","15-24","Kvinna"
"273",273,14,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,10,8,2,"Runby","Högskola/universitet","Egen företagare","10 år eller mer","55-64","Man"
"274",274,11,7,10,9,12,10,8,11,7,5,7,7,7,9,8,8,7,7,9,7,12,9,5,8,7,9,10,12,14,14,13,13,14,14,14,14,14,14,14,14,9,9,8,6,7,9,9,9,9,10,8,6,5,8,12,14,14,14,10,10,5,4,4,"Brunnby/Vik","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Kvinna"
"275",275,14,11,9,7,7,11,9,7,7,7,7,7,7,7,7,5,10,4,7,7,7,7,7,7,7,8,10,8,11,7,5,11,9,11,7,9,11,8,5,5,13,12,8,10,4,8,9,8,4,10,12,7,4,6,3,3,3,10,9,3,10,10,1,"Folkparksområdet","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"276",276,14,7,7,7,7,14,7,7,7,7,14,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,7,7,7,7,3,7,7,7,7,14,7,7,7,7,12,7,7,7,7,14,7,7,7,7,0,0,0,0,0,0,0,0,0,0,10,10,10,"Runby Backar/Lövsta","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Man"
"277",277,4,7,7,7,7,12,11,7,7,7,5,10,6,6,7,7,8,10,8,11,10,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,0,0,0,0,0,0,0,0,0,7,5,3,"Hasselgatan","Grundskola eller motsvarande obligatorisk skola","Pensionär","10 år eller mer","65+","Kvinna"
"278",278,7,10,10,11,10,10,11,7,4,6,6,4,8,11,10,11,10,4,10,10,9,7,3,11,10,3,7,8,11,11,3,8,6,11,11,6,11,11,9,7,11,10,8,6,9,6,10,6,11,6,7,7,11,9,1,10,1,10,14,0,0,0,0,"Vilunda/Korpkulla","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"279",279,8,6,6,14,7,10,12,6,0,7,8,10,9,9,9,6,8,14,8,14,8,14,8,6,8,8,8,8,12,12,12,12,14,12,12,14,10,10,11,8,14,11,11,6,8,8,6,8,12,7,3,5,4,4,4,5,6,4,11,2,4,5,4,"Runby","Gymnasium, folkhögskola eller motsvarande","Arbetssökande eller i arbetsmarknadspolitisk åtgärd","5-9 år","35-44","Kvinna"
"280",280,11,11,3,11,11,10,11,9,5,8,10,11,7,10,11,10,9,10,9,10,11,6,9,10,8,11,11,11,11,11,10,10,11,10,11,11,11,11,11,10,10,9,11,5,9,10,10,9,10,11,11,8,4,5,7,11,13,13,13,6,9,9,5,"Dragonvägen","Annan eftergymnasial utbildning","Pensionär","0-4 år","65+","Man"
"281",281,6,12,9,8,6,6,9,8,4,7,6,9,6,7,12,8,10,9,6,8,9,6,11,8,8,3,10,8,14,14,8,8,9,10,14,14,14,14,14,9,8,10,8,4,6,8,8,8,8,9,3,1,1,2,3,14,5,14,4,1,4,4,3,"Norra Bollstanäs","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Man"
"282",282,6,8,9,6,8,8,9,9,5,10,8,9,5,6,9,6,10,9,9,10,8,8,8,9,7,8,8,6,9,10,9,9,10,8,9,9,9,9,9,9,10,10,10,6,7,8,9,9,10,8,3,8,3,11,4,9,6,6,9,3,2,2,2,"Vatthagen","Högskola/universitet","Pensionär","10 år eller mer","65+","Man"
"283",283,10,11,10,10,11,10,9,10,4,8,6,10,8,8,9,9,10,10,8,9,8,6,9,10,8,11,11,11,11,11,9,10,10,10,11,11,11,11,11,10,10,10,11,5,9,11,11,9,10,11,8,6,7,6,7,10,10,10,10,6,5,5,5,"Dragonvägen","Annan eftergymnasial utbildning","Student","0-4 år","55-64","Kvinna"
"284",284,10,5,6,11,7,8,9,10,4,7,6,8,9,8,10,9,8,6,10,7,7,7,7,7,7,12,8,13,10,11,8,9,8,10,12,10,11,12,9,13,12,14,13,7,9,8,9,10,10,13,1,2,5,3,1,4,6,7,9,0,7,4,6,"Runby","Högskola/universitet","Pensionär","10 år eller mer","65+","Man"
"285",285,11,11,4,7,7,9,13,6,5,7,9,11,8,5,11,8,6,8,6,8,13,6,12,12,10,14,6,12,14,11,10,9,14,13,9,12,12,12,13,14,13,12,8,4,12,11,11,11,4,11,9,1,7,9,13,13,14,14,14,2,9,10,9,"Frestaby","Grundskola eller motsvarande obligatorisk skola","Har sjuk- eller aktivitetsersättning","10 år eller mer","55-64","Man"
"286",286,14,14,14,14,14,5,8,6,3,8,9,10,11,7,14,5,6,14,11,14,14,14,14,8,14,14,14,14,14,14,9,14,9,14,14,14,14,14,14,9,14,8,11,9,14,14,14,14,14,14,11,3,5,14,11,14,13,14,13,11,7,5,3,"Runby","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Man"
"287",287,14,13,12,14,14,14,14,7,7,7,6,4,8,13,13,14,14,14,14,14,12,14,12,14,11,10,11,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,14,12,14,12,13,13,13,13,13,13,13,13,13,13,9,9,5,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"288",288,11,8,5,9,8,10,8,8,5,6,8,5,8,8,10,6,8,8,8,6,9,8,10,10,10,9,6,9,10,10,9,9,10,10,10,11,11,10,10,10,11,10,9,9,6,9,8,9,9,10,2,0,0,0,0,0,0,0,0,0,6,5,6,"Sigma/Apoteksskogen","Grundskola eller motsvarande obligatorisk skola","Pensionär","10 år eller mer","65+","Man"
"289",289,12,8,5,11,7,13,12,8,3,9,12,11,5,6,7,14,13,6,12,12,13,8,10,8,8,14,6,9,10,7,11,14,11,8,10,11,14,12,13,12,14,13,12,7,14,9,14,9,11,12,5,6,7,13,14,12,9,12,13,4,10,2,9,"Odenslunda","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Kvinna"
"290",290,14,10,8,11,7,10,9,11,9,3,8,10,9,2,11,9,10,12,7,7,14,8,11,9,7,14,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,10,3,3,8,10,11,14,14,14,7,9,10,8,"Södra Prästgårdsmarken","Annan eftergymnasial utbildning","Har sjuk- eller aktivitetsersättning","10 år eller mer","55-64","Kvinna"
"291",291,10,10,10,10,7,10,10,10,6,10,10,10,6,9,9,9,5,5,11,10,10,9,9,8,7,11,11,11,11,11,8,8,11,8,9,9,9,9,6,6,9,8,8,6,8,9,9,6,6,9,4,0,0,0,0,0,0,0,0,0,4,5,9,"Odenslunda","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"292",292,13,8,8,9,8,8,6,5,4,7,6,9,5,8,7,5,9,8,6,7,13,10,11,6,5,7,7,7,7,7,8,14,9,14,14,13,8,6,5,8,9,14,10,3,8,8,8,7,12,7,7,2,3,5,14,11,11,11,14,1,10,7,7,"Hasselgatan","Gymnasium, folkhögskola eller motsvarande","Tjänstledig eller föräldraledig","10 år eller mer","25-34","Kvinna"
"293",293,6,9,9,9,7,11,9,7,7,7,11,7,7,7,7,8,10,8,8,7,9,9,7,7,7,11,7,7,7,7,10,8,7,7,7,10,8,7,7,7,9,8,9,7,7,9,9,7,7,7,4,3,0,0,0,0,0,0,0,0,7,7,7,"Odenslunda","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Man"
"294",294,11,9,10,7,7,8,8,4,9,7,7,8,6,7,7,7,7,7,7,7,9,5,10,7,7,8,9,13,13,8,7,7,7,7,7,8,10,10,4,8,7,7,7,7,7,7,7,7,7,7,4,4,3,4,3,5,4,12,7,4,9,8,5,"Folkparksområdet","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","25-34","Man"
"295",295,9,8,6,8,7,9,8,8,6,7,9,6,8,8,8,9,8,10,8,7,8,8,8,8,6,6,8,9,12,12,8,9,10,8,9,8,11,10,8,8,11,8,8,5,7,9,8,9,8,11,1,2,1,3,1,6,6,5,2,3,6,4,6,"Runby Backar/Lövsta","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"296",296,14,0,0,14,14,0,0,0,14,0,0,14,0,14,14,0,0,0,0,14,0,14,0,0,14,14,0,14,14,14,0,14,0,14,14,0,14,14,14,14,14,0,14,14,14,14,14,14,14,14,12,0,0,0,12,12,12,12,12,14,10,0,0,"Messingen/Optimus","Högskola/universitet","Student","5-9 år","25-34","Man"
"297",297,10,8,9,9,7,9,9,6,6,9,5,8,8,8,13,10,3,5,6,10,11,8,14,6,8,4,12,10,10,10,7,9,8,8,8,8,12,12,11,8,8,6,6,6,8,9,8,8,10,12,11,4,9,1,2,10,7,10,1,5,4,4,0,"Sjukyrkoberget","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"298",298,14,11,8,10,10,14,14,4,3,0,8,13,8,8,14,14,9,9,11,12,11,0,14,3,5,14,14,14,14,14,14,14,14,14,14,14,14,10,8,12,14,14,8,11,4,14,14,11,14,14,10,8,1,9,4,12,13,14,11,7,10,10,10,"Vilunda/Korpkulla","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"299",299,11,4,4,11,11,11,11,3,3,3,3,10,3,11,11,7,7,7,7,7,3,11,3,11,11,10,8,9,11,11,11,8,11,10,9,8,9,10,11,5,11,11,7,4,4,11,6,9,8,9,6,11,2,5,3,7,12,8,9,1,10,5,3,"Hasselbacken","Grundskola eller motsvarande obligatorisk skola","Pensionär","10 år eller mer","55-64","Man"
"300",300,9,8,5,9,9,9,9,8,5,7,8,8,9,9,7,9,8,8,9,10,9,8,10,6,9,9,6,9,10,10,8,10,10,8,10,9,10,9,8,9,9,9,9,7,7,9,8,7,7,7,6,7,5,11,10,10,11,11,8,8,9,8,7,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"301",301,14,8,0,8,8,8,8,8,0,8,5,3,8,8,14,4,2,6,5,14,8,5,14,6,0,14,6,8,6,10,8,8,8,8,8,8,11,6,6,8,10,8,9,8,0,8,8,8,6,8,4,0,5,14,0,10,9,10,9,2,10,10,10,"Prästgårdsmarken","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","35-44","Man"
"302",302,12,12,12,12,7,12,8,6,8,12,7,11,8,6,7,7,8,10,9,12,9,8,8,9,6,8,8,9,12,12,11,9,11,11,6,6,12,12,8,7,9,9,8,8,6,8,9,8,9,11,11,7,4,6,3,13,8,13,12,13,5,5,4,"Norra Bollstanäs","Gymnasium, folkhögskola eller motsvarande","Långtidssjukskriven (mer än 3 månader)","10 år eller mer","55-64","Kvinna"
"303",303,8,8,8,10,8,11,8,6,6,10,8,4,9,9,8,8,9,5,6,8,6,6,8,8,8,9,8,8,9,9,8,8,9,8,9,8,9,9,8,6,8,8,8,6,7,9,8,10,10,10,9,7,7,9,6,8,10,10,10,8,4,3,3,"Brunnby/Vik","Forskarutbildning","Pensionär","10 år eller mer","65+","Man"
"304",304,9,10,10,11,10,7,10,8,8,8,11,7,9,11,11,11,9,9,11,7,11,8,8,8,11,11,9,11,11,10,9,11,11,10,10,11,11,9,8,11,10,9,10,8,5,10,10,10,10,10,4,8,3,10,9,6,11,11,12,8,8,5,5,"Sigma/Apoteksskogen","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Kvinna"
"305",305,0,4,14,10,8,7,8,10,0,14,8,6,8,8,8,0,4,4,10,10,10,6,11,13,5,8,8,8,9,10,3,9,9,8,7,8,9,11,6,4,4,8,8,6,10,8,9,6,8,6,1,2,2,14,1,14,10,10,5,0,0,5,8,"Södra Bollstanäs","Högskola/universitet","Egen företagare","10 år eller mer","45-54","Man"
"306",306,14,1,1,13,10,0,0,0,7,0,0,0,0,0,0,0,11,0,11,0,12,3,12,7,7,14,0,14,7,7,14,14,14,14,14,14,7,7,7,12,7,7,7,7,7,11,7,11,11,11,14,0,0,12,13,14,14,14,14,14,10,9,4,"Prästgårdsmarken","Grundskola eller motsvarande obligatorisk skola","Förvärvsarbetande (anställd)","10 år eller mer","25-34","Kvinna"
"307",307,14,9,14,10,7,9,10,9,7,7,8,9,11,8,9,8,8,9,7,7,9,9,8,9,7,9,10,10,9,9,8,8,11,7,7,9,8,9,8,8,10,9,10,7,7,10,10,10,10,11,9,6,8,11,10,9,12,9,12,9,8,6,4,"Smedby 2","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"308",308,4,5,6,8,11,7,7,7,7,13,7,7,7,8,7,6,10,6,6,6,7,7,8,7,7,8,7,7,7,7,7,8,7,7,7,7,7,8,7,7,7,7,7,7,11,7,7,8,7,7,0,0,1,0,1,11,1,11,1,0,0,7,10,"Carlslund/Brunnby Park","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"309",309,12,13,14,12,9,14,14,10,11,13,6,13,9,14,14,12,13,9,13,14,13,14,13,14,14,13,11,14,14,14,13,14,12,12,14,12,14,14,13,14,11,11,14,11,14,13,11,12,14,11,10,14,13,13,14,13,13,10,12,10,2,0,8,"Sigma/Apoteksskogen","Högskola/universitet","Övrigt","0-4 år","35-44","Kvinna"
"310",310,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Vilunda/Korpkulla","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"311",311,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","55-64","Kvinna"
"312",312,8,8,8,8,8,9,8,8,6,8,7,7,7,7,7,8,8,8,8,8,8,6,8,6,8,8,8,6,9,9,6,8,8,8,7,6,9,9,8,7,8,8,7,7,7,7,7,7,7,7,1,3,1,1,1,3,1,3,1,1,3,3,6,"Norra Bollstanäs","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Man"
"313",313,12,8,5,11,12,13,12,3,6,2,6,9,8,6,9,8,11,10,9,13,12,5,14,9,11,13,5,14,13,13,8,9,8,10,6,6,14,14,12,8,11,9,6,4,4,8,8,9,13,5,2,1,3,8,4,14,9,13,4,2,10,8,7,"Frestaby","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Man"
"314",314,14,10,7,7,7,14,14,7,7,7,11,10,10,6,11,10,8,8,9,14,8,8,10,8,10,14,9,14,14,14,13,11,13,11,14,14,14,14,14,14,14,14,14,11,7,14,12,12,14,14,3,0,0,0,0,0,0,0,0,0,9,6,5,"Skälby","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Kvinna"
"315",315,12,7,4,8,12,7,7,7,11,7,7,7,7,7,7,7,9,7,7,11,7,7,8,7,7,9,6,8,13,12,8,8,11,8,14,14,11,9,7,7,7,7,7,7,7,11,11,11,11,11,3,1,3,4,3,12,13,11,2,10,8,6,6,"Norra Bollstanäs","Högskola/universitet","Tjänstledig eller föräldraledig","0-4 år","25-34","Kvinna"
"316",316,11,11,10,9,9,10,10,10,13,8,11,11,11,11,1,10,10,13,13,7,8,8,8,11,8,8,8,8,8,9,8,8,8,8,8,9,9,9,9,9,10,8,8,4,7,10,11,9,14,9,12,6,10,9,5,9,9,9,9,9,3,3,7,"Ekebo","Högskola/universitet","Arbetssökande eller i arbetsmarknadspolitisk åtgärd","5-9 år","25-34","Man"
"317",317,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Holmen","Högskola/universitet","Pensionär","10 år eller mer","65+","Kvinna"
"318",318,11,6,11,11,7,5,11,8,10,7,5,10,6,5,9,4,10,9,9,11,11,11,9,10,10,10,11,10,10,10,11,11,11,11,11,11,11,11,8,8,11,5,11,5,10,10,10,10,10,10,11,5,8,10,11,10,10,10,10,10,8,7,2,"Smedby 2","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"319",319,14,10,14,7,7,14,7,8,7,7,7,9,9,7,12,9,13,10,7,14,14,5,14,7,10,12,12,14,14,14,14,14,10,14,14,14,14,14,7,11,12,10,12,7,10,9,8,12,14,14,12,10,8,11,14,14,13,14,14,14,8,7,3,"Carlslund/Brunnby Park","Högskola/universitet","Student","10 år eller mer","25-34","Kvinna"
"320",320,14,14,0,14,14,12,14,3,14,3,8,8,9,9,8,10,10,10,9,9,14,11,11,14,11,11,8,11,14,14,12,14,14,11,12,12,14,12,12,10,14,10,11,3,11,11,10,12,12,12,14,14,10,10,5,10,10,14,5,7,10,10,0,"Sigma/Apoteksskogen","Grundskola eller motsvarande obligatorisk skola","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
